playerid,lahmanID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,namefirst,namelast,nameNote,nameGiven,nameNick,weight,Height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,BBrefMiLBid,DraftValue,Fastball,Changeup,Curve,Slider,Sinker,Splitter,Forkball,Cutter,Knuckleball,KnuckleCurve,CircleChange,Screwball,pexp,cexp,1bexp,2bexp,ssexp,3bexp,lfexp,cfexp,rfexp,infrange,inferror,infarm,infdp,cability,carm,ofrange,oferror,ofarm,Ethnicity,Arm Slot
miyasyo01,miyasyo01,,,1942,07,02,Japan,,,,,,,,,Yogo,Miyashita,,宮下 陽吾,,154,70,R,R,1963,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyasyo02,miyasyo02,,,1916,01,13,Japan,,,,,,,,,Yoshio,Miyashita,,宮下 義雄,,137,67,R,R,1941,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyasyu01,miyasyu01,,,2001,09,27,Japan,,,,,,,,,Yuwa,Miyasato,,宮里 優吾,,192,71,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyata01,miyata01,,,2003,06,14,Japan,,,,,,,,,Taisei,Miya,,味谷 大誠,,187,71,L,R,2022,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyatho01,miyatho01,,,1997,12,02,Japan,,,,,,,,,Hokuto,Miyata,,宮田 輝星,,168,70,B,R,2020,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyatka01,miyatka01,,,1988,11,16,Japan,,,,,,,,,Kazuki,Miyata,,宮田 和希,,176,72,L,L,2009,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyatno01,miyatno01,,,1954,09,27,Japan,,,,,,,,,Norikazu,Miyata,,宮田 典計,,159,70,R,R,1976,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyatsa01,miyatsa01,,,1907,07,23,Japan,,,,,,,,,Saburo,Miyatake,,宮武 三郎,,165,67,R,R,1936,1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyatyu01,miyatyu01,,,1939,11,04,Japan,,,,,,,,,Yukinori,Miyata,,宮田 征典,,154,68,R,R,1962,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyauha01,miyauha01,,,1996,05,25,Japan,,,,,,,,,Haruki,Miyauchi,,宮内 春輝,,174,69,R,R,2023,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyauhi01,miyauhi01,,,1973,02,04,Japan,,,,,,,,,Hiroshi,Miyauchi,,宮内 洋,,183,71,L,R,1998,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyauma01,miyauma01,,,1967,06,19,Japan,,,,,,,,,Masakazu,Miyauchi,,宮内 直二,,190,71,R,R,1986,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyawsa01,miyawsa01,,,1952,06,13,Japan,,,,,,,,,Satoshi,Miyawaki,,宮脇 敏,,168,70,R,R,1972,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazat01,miyazat01,,,1992,12,08,Japan,,,,,,,,,Atsushi,Miyazaki,,宮﨑 敦次,,159,67,L,L,2015,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazfu01,miyazfu01,,,1965,03,07,Japan,,,,,,,,,Futoshi,Miyazato,,宮里 太,,159,69,L,R,1989,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazha01,miyazha01,,,2000,06,14,Japan,,,,,,,,,Hayato,Miyazaki,,宮﨑 颯,,205,71,L,L,2023,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazhi01,miyazhi01,,,1957,04,22,Japan,,,,,,,,,Hironori,Miyazaki,,宮崎 弘教,,154,69,R,R,1976,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazhi02,miyazhi02,,,1921,01,01,Japan,,,,,,,,,Hiroshi,Miyazaki,,宮崎 晧,,,,,R,1940,1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazit01,miyazit01,,,1935,08,01,Japan,,,,,,,,,Itsuhito,Miyazaki,,宮崎 逸人,,141,68,R,R,1954,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazji01,miyazji01,,,1920,02,08,Japan,,,,,,,,,Jiro,Miyazaki,,宮崎 仁郎,,119,66,R,R,1946,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazka01,miyazka01,,,2001,08,30,Japan,,,,,,,,,Kazuki,Miyazaki,,宮崎 一樹,,190,72,R,R,2024,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazka02,miyazka02,,,1975,04,24,Japan,,,,,,,,,Kazuaki,Miyazaki,,宮﨑 一彰,,157,66,B,R,2000,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazka03,miyazka03,,,1932,12,10,Japan,,,,,,,,,Kazuo,Miyazaki,,宮崎 一夫,,137,67,R,R,1952,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazka04,miyazka04,miyazka04,,1916,04,27,Japan,,,,,,,,,Kaname,Miyazaki,,宮崎 要,,126,65,R,R,1950,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazki01,miyazki01,,,1926,07,23,Japan,,,,,,,,,Kiichiro,Miyazawa,,宮沢 基一郎,,137,67,L,L,1947,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazko01,miyazko01,,,,,,Japan,,,,,,,,,,,,Miyazaki Kou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazmi01,miyazmi01,,,1978,09,06,Japan,,,,,,,,,Michito,Miyazaki,,宮﨑 充登,,176,71,R,R,2007,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazmo01,miyazmo01,,,1942,08,26,Japan,,,,,,,,,Mototada,Miyazaki,,宮崎 元忠,,152,68,R,R,1961,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazry01,miyazry01,,,2000,12,09,Japan,,,,,,,,,Ryusei,Miyazaki,,宮崎 竜成,,198,68,L,R,2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazsh01,miyazsh01,,,1943,04,16,Japan,,,,,,,,,Shoji,Miyazaki,,宮崎 昭二,,165,72,R,R,1962,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazsh02,miyazsh02,,,1938,07,07,Japan,,,,,,,,,Shigeo,Miyazawa,,宮沢 重雄,,148,67,L,L,1957,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazsh03,miyazsh03,,,1935,02,05,Japan,,,,,,,,,Shinichi,Miyazaki,,宮崎 晋一,,159,69,R,R,1961,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazsu01,miyazsu01,,,1926,05,29,Japan,,,,,,,,,Sumiya,Miyazawa,,宮沢 澄也,,141,67,L,L,1951,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazta01,miyazta01,,,1999,04,15,Japan,,,,,,,,,Taisei,Miyazawa,,宮澤 太成,,209,73,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazta02,miyazta02,miyazta02,,1918,12,17,Japan,,,,,,,,,Takeshi,Miyazaki,,宮崎 剛,,141,66,R,R,1940,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazto01,miyazto01,,,1988,12,12,Japan,,,,,,,,,Toshiro,Miyazaki,,宮﨑 敏郎,,187,68,R,R,2013,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyazyu01,miyazyu01,,,1986,11,29,Japan,,,,,,,,,Yuki,Miyazaki,,宮﨑 祐樹,,187,70,R,R,2011,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyosch01,miyosch01,,,1923,01,03,Japan,,,,,,,,,Chikara,Miyoshi,,三好 主,,141,67,R,R,1942,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyoshi01,miyoshi01,,,1997,09,28,Japan,,,,,,,,,Hironori,Miyoshi,,三好 大倫,,183,70,L,L,2021,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyosma01,miyosma01,,,1941,06,26,Japan,,,,,,,,,Mamoru,Miyoshi,,三好 守,,159,71,L,L,1961,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyossh01,miyossh01,,,1950,06,02,Japan,,,,,,,,,Shinichi,Miyoshi,,三好 真一,,159,69,R,R,1969,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyosta01,miyosta01,,,1993,06,07,Japan,,,,,,,,,Takumi,Miyoshi,,三好 匠,,185,69,R,R,2012,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miyosyu01,miyosyu01,,,1945,09,24,Japan,,,,,,,,,Yukio,Miyoshi,,三好 幸雄,,165,69,R,R,1963,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizobta01,mizobta01,,,1917,06,23,Japan,,,,,,,,,Takeo,Mizobe,,溝部 武夫,,146,64,R,R,1937,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizoeji01,mizoeji01,,,1924,03,15,Japan,,,,,,,,,Jiichi,Mizoe,,溝上 治一,,137,67,R,R,1950,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizogno01,mizogno01,,,1947,05,08,Japan,,,,,,,,,Norio,Mizoguchi,,溝口 憲雄,,172,72,R,R,1964,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizowha01,mizowha01,,,1994,05,17,Japan,,,,,,,,,Hayato,Mizowaki,,溝脇 隼人,,174,70,L,R,2013,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizugda01,mizugda01,,,1989,06,28,Japan,,,,,,,,,Daichi,Mizuguchi,,水口 大地,,154,64,L,R,2013,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizugei01,mizugei01,,,1969,01,09,Japan,,,,,,,,,Eiji,Mizuguchi,,水口 栄二,,172,69,R,R,1991,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizuhsh01,mizuhsh01,mizuhsh01,,1909,01,19,Japan,,,,,,,,,Shigeru,Mizuhara,,水原 茂,,141,67,R,R,1936,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizukke01,mizukke01,,,2001,07,05,Japan,,,,,,,,,Kei,Mizukami,,水上 桂,,165,68,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizuksh01,mizuksh01,,,1932,02,16,Japan,,,,,,,,,Shizuya,Mizukami,,水上 静哉,,143,69,R,R,1954,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizukxx01,mizukxx01,,,,,,Japan,,,,,,,,,,,,Mizuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizukyo01,mizukyo01,,,1998,07,13,Japan,,,,,,,,,Yoshinobu,Mizukami,,水上 由伸,,174,69,R,R,2021,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizukyo02,mizukyo02,,,1957,08,09,Japan,,,,,,,,,Yoshio,Mizukami,,水上 善雄,,157,72,R,R,1976,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizumhi01,mizumhi01,,,1964,01,15,Japan,,,,,,,,,Hiroshi,Mizumoto,,水本 啓史,,154,69,R,R,1982,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizunha01,mizunha01,,,1934,02,25,Japan,,,,,,,,,Hajime,Mizuno,,水野 一,,161,69,L,R,1954,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizunka01,mizunka01,,,1965,09,03,Japan,,,,,,,,,Katsuhito,Mizuno,,水野 雄仁,,181,70,R,R,1984,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizunko01,mizunko01,,,1994,06,01,Japan,,,,,,,,,Koya,Mizuno,,水野 滉也,,176,69,R,R,2017,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizunry01,mizunry01,,,1917,12,23,Japan,,,,,,,,,Ryoichi,Mizuno,,水野 良一,,141,67,R,R,1947,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizunsa01,mizunsa01,,,1936,07,04,Japan,,,,,,,,,Sadao,Mizuno,,水野 貞夫,,143,69,R,R,1955,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizunsh01,mizunsh01,,,1947,02,27,Japan,,,,,,,,,Shiro,Mizunuma,,水沼 四郎,,163,69,R,R,1969,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizunta01,mizunta01,,,2000,07,30,Japan,,,,,,,,,Tatsuki,Mizuno,,水野 達稀,,168,67,L,R,2022,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizunta02,mizunta02,,,1926,08,15,Japan,,,,,,,,,Tadahiko,Mizuno,,水野 忠彦,,132,66,R,R,1944,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizuoyo01,mizuoyo01,,,1968,05,02,Japan,,,,,,,,,Yoshitaka,Mizuo,,水尾 嘉孝,,159,70,L,L,1991,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizusma01,mizusma01,,,1967,05,06,Japan,,,,,,,,,Masahiro,Mizusawa,,水沢 正浩,,176,74,R,R,1986,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizutak01,mizutak01,,,1973,07,11,Japan,,,,,,,,,Akio,Mizuta,,水田 章雄,,179,72,R,R,1999,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizuthi01,mizuthi01,,,1953,07,22,Japan,,,,,,,,,Hiroaki,Mizutani,,水谷 啓昭,,157,68,L,L,1979,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizuthi02,mizuthi02,,,1946,04,11,Japan,,,,,,,,,Hiroshi,Mizutani,,水谷 宏,,152,70,R,R,1969,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizuthi03,mizuthi03,,,1941,01,03,Japan,,,,,,,,,Hisanobu,Mizutani,,水谷 寿伸,,181,70,R,R,1959,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizutji01,mizutji01,,,1947,11,19,Japan,,,,,,,,,Jitsuo,Mizutani,,水谷 実雄,,190,71,R,R,1966,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizutke01,mizutke01,,,1980,11,04,Japan,,,,,,,,,Keisuke,Mizuta,,水田 圭介,,163,69,R,R,2001,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizutmi01,mizutmi01,,,1946,09,01,Japan,,,,,,,,,Michio,Mizutani,,水谷 実智郎,,157,72,R,R,1965,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizutno01,mizutno01,,,1950,04,27,Japan,,,,,,,,,Norihiro,Mizutani,,水谷 則博,,168,70,L,L,1969,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizutno02,mizutno02,,,1910,09,01,Japan,,,,,,,,,Norikazu,Mizutani,,水谷 則一,,150,65,L,L,1936,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizutsh01,mizutsh01,,,2001,03,09,Japan,,,,,,,,,Shun,Mizutani,,水谷 瞬,,220,76,R,R,2019,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizutsh02,mizutsh02,,,1960,07,21,Japan,,,,,,,,,Shigeo,Mizutani,,水谷 茂雄,,190,69,R,R,1980,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizutsh03,mizutsh03,,,1953,12,07,Japan,,,,,,,,,Shintaro,Mizutani,,水谷 新太郎,,159,69,L,R,1972,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mizutta01,mizutta01,,,1948,04,28,Japan,,,,,,,,,Takashi,Mizutani,,水谷 孝,,181,71,R,R,1967,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mochiat01,mochiat01,,,1997,08,02,Japan,,,,,,,,,Atsushi,Mochizuki,,望月 惇志,,205,75,R,R,2016,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mochida01,mochida01,,,1998,02,01,Japan,,,,,,,,,Daiki,Mochizuki,,望月 大希,,185,74,R,R,2020,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mochihi01,mochihi01,,,1968,04,26,Japan,,,,,,,,,Hidetsugu,Mochizuki,,望月 秀継,,198,72,R,R,1987,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mochihi02,mochihi02,,,1943,01,15,Japan,,,,,,,,,Hiko,Mochizuki,,望月 彦男,,163,70,L,L,1972,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mochihi03,mochihi03,,,,,,Japan,,,,,,,,,,,,Mochizuki Hidemichi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mochiju01,mochiju01,,,1918,07,06,Japan,,,,,,,,,Junichi,Mochizuki,,望月 潤一,,157,69,L,L,1937,1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mochimi01,mochimi01,,,1948,10,06,Japan,,,,,,,,,Mitsuru,Mochizuki,,望月 充,,181,71,R,R,1972,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mochish01,mochish01,,,1934,05,09,Japan,,,,,,,,,Shigekatsu,Mochizuki,,望月 重勝,,150,68,R,R,1954,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mochita01,mochita01,,,2001,10,26,Japan,,,,,,,,,Taiki,Mochimaru,,持丸 泰輝,,201,70,L,R,2020,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mochita02,mochita02,,,1956,05,08,Japan,,,,,,,,,Takuya,Mochizuki,,望月 卓也,,154,72,R,R,1975,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mogiei01,mogiei01,,,1994,02,14,Japan,,,,,,,,,Eigoro,Mogi,,茂木 栄五郎,,172,68,L,R,2016,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moineli01,moineli01,,,1995,12,08,Cuba,,,,,,,,,Livan,Moinelo,,Ｌ．モイネロ,,152,70,L,L,2017,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moiseni01,moiseni01,,,2006,11,29,Japan,,,,,,,,,Nikita,Moiseev,,モイセエフ ニキータ,,192,72,L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
molledu01,molledu01,,,1984,08,21,Canada,,,,,,,,,Dustin,Molleken,,Ｄ．モルケン,,229,77,L,R,2012,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mombeke01,mombeke01,,,2004,07,10,Japan,,,,,,,,,Keito,Mombetsu,,門別 啓人,,194,72,L,L,2023,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
momoisu01,momoisu01,,,1959,08,18,Japan,,,,,,,,,Susumu,Momoi,,桃井 進,,172,69,R,R,1981,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
momosao01,momosao01,,,2005,09,11,Japan,,,,,,,,,Aoi,Momosaki,,百﨑 蒼生,,163,70,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
momoshi01,momoshi01,,,1997,03,11,Japan,,,,,,,,,Hiroki,Momose,,百瀬 大騎,,172,70,L,R,2015,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moneydo01,moneydo01,,,1947,06,07,Japan,,,,,,,,,Don,Money,,Ｄ．マネー,,190,73,R,R,1984,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monieca01,monieca01,,,2001,04,17,Japan,,,,,,,,,Carlos,Monier,,Ｃ．モニエル,,234,75,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monmahi01,monmahi01,,,1924,10,19,Japan,,,,,,,,,Hiroshi,Monma,,門馬 祐,,150,69,R,R,1947,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monnate01,monnate01,,,1970,05,30,Japan,,,,,,,,,Tetsuhiro,Monna,,門奈 哲寛,,176,70,L,L,1993,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monteco01,monteco01,,,1996,10,07,United States,,,,,,,,,Coco,Montes,,Ｃ．モンテス,,198,72,R,R,2024,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monteel01,monteel01,,,1998,08,17,Dominican Republic,,,,,,,,,Elehuris,Montero,,Ｅ．モンテロ,,234,75,R,R,2025,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monteri01,monteri01,,,1963,03,22,Japan,,,,,,,,,Rich,Monteleone,,モンテ,,212,74,R,R,1995,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
montiem01,montiem01,,,1995,10,02,Japan,,,,,,,,,Emailin,Montilla,,Ｅ．モンティージャ,,256,75,L,L,2019,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monzema01,monzema01,monzema01,,1917,05,15,Japan,,,,,,,,,Masato,Monzen,,門前 真佐人,,150,68,R,R,1936,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moorema01,moorema01,,,1989,06,18,United States,,,,,,,,,Matt,Moore,,Ｍ．ムーア,,209,75,L,L,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mooretr01,mooretr01,,,1972,10,02,United States,,,,,,,,,Trey,Moore,,Ｔ．ムーア,,190,72,L,L,2002,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mopenwi01,mopenwi01,,,1982,01,23,Dominican Republic,,,,,,,,,Wily,Mo Pena,,Ｗ．ペーニャ,,260,75,R,R,2012,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morelbr01,morelbr01,,,1987,04,21,United States,,,,,,,,,Brent,Morel,,Ｂ．モレル,,220,73,R,R,2016,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morelra01,morelra01,,,1974,08,15,Japan,,,,,,,,,Ramon,Morel,,Ｒ．モレル,,201,73,R,R,2004,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morendi01,morendi01,,,1987,07,21,Venezuela,,,,,,,,,Diego,Moreno,,Ｄ．モレノ,,179,73,R,R,2018,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morgany01,morgany01,,,1980,07,02,United States,,,,,,,,,Nyjer,Morgan,,Ｎ．モーガン,,185,72,L,L,2013,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morich01,morich01,,,1982,04,15,Japan,,,,,,,,,Choji,Mori,,森 跳二,,185,72,R,R,2005,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morifma01,morifma01,,,1986,07,29,Japan,,,,,,,,,Masahiko,Morifuku,,森福 允彦,,154,68,L,L,2007,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morigji01,morigji01,,,1906,09,27,United States,,,,,,,,,Jiro,Moriguchi,,森口 次郎,,132,67,L,L,1937,1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morigma01,morigma01,,,1953,07,20,Japan,,,,,,,,,Masumitsu,Moriguchi,,森口 益光,,176,71,R,R,1976,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morigte01,morigte01,,,1935,05,03,Japan,,,,,,,,,Tetsuo,Moriguchi,,森口 哲夫,,137,68,R,R,1955,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morihi01,morihi01,,,1998,05,25,Japan,,,,,,,,,Hiroto,Mori,,森 博人,,185,70,R,R,2021,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morihi02,morihi02,,,1965,02,04,Japan,,,,,,,,,Hiroyuki,Mori,,森 広之,,176,70,R,R,1987,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morihi03,morihi03,,,1963,05,29,Japan,,,,,,,,,Hiroyuki,Mori,,森 博幸,,203,74,L,L,1987,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morihi04,morihi04,,,,,,Japan,,,,,,,,,,,,Mori Hiroyuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morihko01,morihko01,,,1991,12,26,Japan,,,,,,,,,Kohei,Morihara,,森原 康平,,194,73,L,R,2017,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moriish01,moriish01,,,1915,04,12,Japan,,,,,,,,,Shigeru,Morii,,森井 茂,,128,66,R,R,1936,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morika01,morika01,,,1956,03,19,Japan,,,,,,,,,Kazuaki,Mori,,森 一晃,,190,70,R,R,1977,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morikda01,morikda01,,,2003,04,17,Japan,,,,,,,,,Daichi,Moriki,,森木 大智,,207,72,R,R,2022,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morike01,morike01,,,2002,01,28,Japan,,,,,,,,,Keito,Mori,,森 敬斗,,176,70,L,R,2020,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
